=== FRESH25 STAGE1-2B START Thu Aug 20 02:12:49 BST 2026 ===
Loading GLiNER-BioMed model... (this may take a moment on the first run)
 Fetching 12 files:   0%|          | 0/12 [00:00<?, ?it/s] Fetching 12 files: 100%|██████████| 12/12 [00:00<00:00, 2615.04it/s]
Loading GLiNER-relex model... (this may take a moment on the first run)
 Fetching 10 files:   0%|          | 0/10 [00:00<?, ?it/s] Fetching 10 files: 100%|██████████| 10/10 [00:00<00:00, 2682.12it/s]
Asking to truncate to max_length but no maximum length is provided and the model has no predefined maximum length. Default to no truncation.
Asking to truncate to max_length but no maximum length is provided and the model has no predefined maximum length. Default to no truncation.
Loading SapBERT model for vector normalization... (this may take a moment)
================================================================================
🚀 RUNNING END-TO-END PIPELINE (STAGE 1 -> STAGE 2a -> STAGE 2b) ON 25 NAMED NOTE(S)
================================================================================
Reading from /home/ec2-user/clinical_neuro_symbolic_pipeline_reorder/data/raw_notes/gold_notes.csv

[1/25] Running Stage 1 -> Stage 2a -> Stage 2b via src.clinical_pipeline.run_pipeline() on 11532659-DS-11...
ℹ️ 17/26 relations in 11532659-DS-11 had at least one unlinked endpoint.
... 478 entities accepted, 478 normalized, 478 routed LOW, 54 non-asserted, 0 retained below threshold, 11 recovered via original-form fallback.
DOCTOR WROTE         | LABEL        | OMOP MAPPING                 | TIER           | ASSERTION  | IN
    -> tier=TIER_3_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=906780 (metoclopramide)
  [12/173] 'peak' (Lab Test)  [elapsed 63.6m | done 575 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [13/173] 'nuclear stress test' (Procedure)  [elapsed 63.9m | done 576 | skipped 0 | errors 0]
    -> tier=TIER_2_AUTO_RESOLVED routing=HITL_REQUIRED reason=tier2_auto_resolved_pending_revalidation
  [14/173] 'anterior \nand anteroapical perfusion defects' (Condition)  [elapsed 64.3m | done 577 | skipped 0 | errors 0]
    -> tier=TIER_5_TRUE_AMBIGUITY routing=HITL_REQUIRED reason=no_candidates
  [15/173] 'R' (Qualifier)  [elapsed 64.3m | done 578 | skipped 0 | errors 0]
    -> tier=TIER_5_TRUE_AMBIGUITY routing=HITL_REQUIRED reason=standalone_qualifier_span
  [16/173] 'calf pain' (Condition)  [elapsed 64.3m | done 579 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [17/173] 'ultrasound' (Procedure)  [elapsed 64.4m | done 580 | skipped 0 | errors 0]
    -> tier=TIER_1B_CALIBRATED_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4037672 (Ultrasonography)
  [18/173] 'no DVT' (Symptom)  [elapsed 64.5m | done 581 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=605880 (No deep vein thrombosis)
  [19/173] 'chest discomfort' (Symptom)  [elapsed 64.6m | done 582 | skipped 0 | errors 0]
    -> tier=TIER_1B_CALIBRATED_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4133044 (Chest discomfort)
  [20/173] 'stroke' (Condition)  [elapsed 64.7m | done 583 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=381316 (Cerebrovascular accident)
  [21/173] 'TIA' (Condition)  [elapsed 64.8m | done 584 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=short_alphanumeric_code_trap
  [22/173] 'deep venous thrombosis' (Condition)  [elapsed 64.9m | done 585 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4133004 (Deep venous thrombosis)
  [23/173] 'pulmonary \nembolism' (Condition)  [elapsed 65.0m | done 586 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=440417 (Pulmonary embolism)
  [24/173] 'cough' (Symptom)  [elapsed 65.1m | done 587 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [25/173] 'hemoptysis' (Symptom)  [elapsed 65.2m | done 588 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=261687 (Hemoptysis)
  [26/173] 'black stools' (Condition)  [elapsed 65.3m | done 589 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4148536 (Dark stools)
  [27/173] 'red stools' (Condition)  [elapsed 65.4m | done 590 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4276022 (Red stools)
  [28/173] 'exertional buttock or calf pain' (Symptom)  [elapsed 65.5m | done 591 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [29/173] 'paroxysmal nocturnal \ndyspnea' (Symptom)  [elapsed 65.7m | done 592 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4206307 (Paroxysmal nocturnal dyspnea)
  [30/173] 'ankle edema' (Symptom)  [elapsed 65.8m | done 593 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4094513 (Ankle edema)
  [31/173] 'syncope' (Symptom)  [elapsed 65.9m | done 594 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=135360 (Syncope)
  [32/173] 'presyncope' (Symptom)  [elapsed 66.0m | done 595 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4142895 (Near syncope)
  [33/173] 'Hypertension' (Condition)  [elapsed 66.1m | done 596 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=316866 (Hypertensive disorder)
  [34/173] 'Mitral valve prolapse' (Condition)  [elapsed 66.2m | done 597 | skipped 0 | errors 0]
    -> tier=TIER_1B_CALIBRATED_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4252872 (Mitral valve prolapse)
  [35/173] 'osteomyletis' (Condition)  [elapsed 66.3m | done 598 | skipped 0 | errors 0]
    -> tier=TIER_2_AUTO_RESOLVED routing=HITL_REQUIRED reason=tier2_auto_resolved_pending_revalidation
  [36/173] 'cholecystectomy' (Procedure)  [elapsed 66.6m | done 599 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4242997 (Cholecystectomy)
  [37/173] 'Physical Exam' (Procedure)  [elapsed 66.7m | done 600 | skipped 0 | errors 0]
    -> tier=TIER_3_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4240345 (Physical examination)
  [38/173] 'VS' (Symptom)  [elapsed 66.7m | done 601 | skipped 0 | errors 0]
    -> tier=TIER_3_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4042138 (Vital signs finding)
  [39/173] 'T' (Symptom)  [elapsed 66.7m | done 602 | skipped 0 | errors 0]
    -> tier=TIER_3_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4022230 (Body temperature finding)
  [40/173] 'BP' (Symptom)  [elapsed 66.8m | done 603 | skipped 0 | errors 0]
    -> tier=TIER_3_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4214962 (Blood pressure finding)
  [41/173] 'HR' (Symptom)  [elapsed 66.8m | done 604 | skipped 0 | errors 0]
    -> tier=TIER_3_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4103189 (Finding of heart rate)
  [42/173] 'Gen' (Procedure)  [elapsed 66.8m | done 605 | skipped 0 | errors 0]
    -> tier=TIER_3_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4036803 (General examination of patient)
  [43/173] 'NAD' (Symptom)  [elapsed 66.8m | done 606 | skipped 0 | errors 0]
    -> tier=TIER_3_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4085245 (No abnormality detected)
  [44/173] 'HEENT' (Procedure)  [elapsed 66.8m | done 607 | skipped 0 | errors 0]
    -> tier=TIER_3_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4240345 (Physical examination)
  [45/173] 'Neck' (Procedure)  [elapsed 66.8m | done 608 | skipped 0 | errors 0]
    -> tier=TIER_3_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4240345 (Physical examination)
  [46/173] 'RR' (Symptom)  [elapsed 66.8m | done 609 | skipped 0 | errors 0]
    -> tier=TIER_3_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4117286 (Finding of respiratory rate)
  [47/173] 'S1' (Anatomy)  [elapsed 66.8m | done 610 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=short_alphanumeric_code_trap
  [48/173] 'S2' (Anatomy)  [elapsed 66.9m | done 611 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=short_alphanumeric_code_trap
  [49/173] 'S3' (Anatomy)  [elapsed 67.0m | done 612 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [50/173] 'S4' (Anatomy)  [elapsed 67.1m | done 613 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=short_alphanumeric_code_trap
  [51/173] 'Chest' (Procedure)  [elapsed 67.2m | done 614 | skipped 0 | errors 0]
    -> tier=TIER_3_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4149530 (Examination of respiratory system)
  [52/173] 'Abd' (Procedure)  [elapsed 67.2m | done 615 | skipped 0 | errors 0]
    -> tier=TIER_3_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4075966 (Examination of abdomen)
  [53/173] 'Ext' (Procedure)  [elapsed 67.3m | done 616 | skipped 0 | errors 0]
    -> tier=TIER_3_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4121315 (Examination of limb)
  [54/173] 'cyanosis' (Symptom)  [elapsed 67.3m | done 617 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=438555 (Cyanosis)
  [55/173] 'edema' (Condition)  [elapsed 67.4m | done 618 | skipped 0 | errors 0]
    -> tier=TIER_3_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=433595 (Edema)
  [56/173] 'Skin' (Procedure)  [elapsed 67.4m | done 619 | skipped 0 | errors 0]
    -> tier=TIER_3_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4150633 (Examination of skin)
  [57/173] 'LMCA' (Anatomy)  [elapsed 67.4m | done 620 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=coronary_segment_trap
  [58/173] 'LAD' (Anatomy)  [elapsed 67.5m | done 621 | skipped 0 | errors 0]
    -> tier=TIER_5_TRUE_AMBIGUITY routing=HITL_REQUIRED reason=unresolved_acronym
  [59/173] 'LCx' (Anatomy)  [elapsed 67.5m | done 622 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=coronary_segment_trap
  [60/173] 'LCx' (Anatomy)  [elapsed 67.7m | done 623 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=coronary_segment_trap
  [61/173] 'RCA' (Anatomy)  [elapsed 67.8m | done 624 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=coronary_segment_trap
  [62/173] 'systolic \nhypertension' (Condition)  [elapsed 67.9m | done 625 | skipped 0 | errors 0]
    -> tier=TIER_1B_CALIBRATED_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4209293 (Systolic hypertension)
  [63/173] 'PASP' (Lab Test)  [elapsed 68.0m | done 626 | skipped 0 | errors 0]
    -> tier=TIER_5_TRUE_AMBIGUITY routing=HITL_REQUIRED reason=no_candidates
  [64/173] 'cardiac index' (Lab Test)  [elapsed 68.0m | done 627 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4208254 (Cardiac index)
  [65/173] 'LVEF' (Anatomy)  [elapsed 68.1m | done 628 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [66/173] 'pulmonary arterial systolic hypertension' (Condition)  [elapsed 68.2m | done 629 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [67/173] 'atria' (Anatomy)  [elapsed 68.5m | done 630 | skipped 0 | errors 0]
    -> tier=TIER_2_AUTO_RESOLVED routing=HITL_REQUIRED reason=tier2_auto_resolved_pending_revalidation
  [68/173] 'aortic valve \nleaflets' (Anatomy)  [elapsed 68.8m | done 631 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4276339 (Structure of cardiac valve leaflet)
  [69/173] 'tips' (Anatomy)  [elapsed 68.9m | done 632 | skipped 0 | errors 0]
    -> tier=TIER_5_TRUE_AMBIGUITY routing=HITL_REQUIRED reason=verdict_none_correct
  [70/173] 'rheumatic valvulitis \nsequelae' (Condition)  [elapsed 69.0m | done 633 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4231452 (Chronic rheumatic valvulitis)
  [71/173] 'aortic stenosis' (Condition)  [elapsed 69.2m | done 634 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4189343 (Aortic valve stenosis)
  [72/173] 'mitral valve area' (Anatomy)  [elapsed 69.3m | done 635 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [73/173] 'mitral \nregurgitation' (Condition)  [elapsed 69.4m | done 636 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=443962 (Mitral valve regurgitation)
  [74/173] 'mitral regurgitation' (Condition)  [elapsed 69.5m | done 637 | skipped 0 | errors 0]
    -> tier=TIER_1B_CALIBRATED_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=443962 (Mitral valve regurgitation)
  [75/173] 'systolic hypertension' (Condition)  [elapsed 69.6m | done 638 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4209293 (Systolic hypertension)
  [76/173] 'pericardial effusion' (Condition)  [elapsed 69.7m | done 639 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4161701 (Pericardial effusion)
  [77/173] 'Rheumatic valvular disease' (Condition)  [elapsed 69.8m | done 640 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=435829 (Rheumatic disease of heart valve)
  [78/173] 'mitral \nstenosis' (Condition)  [elapsed 69.9m | done 641 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=315273 (Mitral valve stenosis)
  [79/173] 'aortic regurgitation' (Condition)  [elapsed 70.0m | done 642 | skipped 0 | errors 0]
    -> tier=TIER_1B_CALIBRATED_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=315564 (Aortic valve regurgitation)
  [80/173] 'Mild' (Procedure)  [elapsed 70.1m | done 643 | skipped 0 | errors 0]
    -> tier=TIER_1B_CALIBRATED_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=3654363 (Minimally invasive decompression of lumbar spine)
  [81/173] 'left \nventricular hypertrophy' (Condition)  [elapsed 70.2m | done 644 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4184746 (Left ventricular hypertrophy)
  [82/173] 'pulmonary \nhypertension' (Condition)  [elapsed 70.3m | done 645 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4322024 (Pulmonary hypertension)
  [83/173] 'dyspnea on exertion' (Symptom)  [elapsed 70.4m | done 646 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4263848 (Dyspnea on exertion)
  [84/173] 'NSTEMI' (Condition)  [elapsed 70.5m | done 647 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4270024 (Acute non-ST segment elevation myocardial infarction)
  [85/173] 'cardiac catheterization' (Procedure)  [elapsed 70.6m | done 648 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4223020 (Cardiac catheterization)
  [86/173] 'CAD' (Condition)  [elapsed 70.7m | done 649 | skipped 0 | errors 0]
    -> tier=TIER_5_TRUE_AMBIGUITY routing=HITL_REQUIRED reason=unresolved_acronym
  [87/173] 'SOB' (Symptom)  [elapsed 70.7m | done 650 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=short_alphanumeric_code_trap
  [88/173] 'atypical chest pain' (Condition)  [elapsed 70.8m | done 651 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4010017 (Atypical chest pain)
  [89/173] 'nausea' (Symptom)  [elapsed 70.9m | done 652 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=31967 (Nausea)
  [90/173] 'diaphoresis' (Symptom)  [elapsed 71.0m | done 653 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [91/173] 'ACS' (Condition)  [elapsed 71.2m | done 654 | skipped 0 | errors 0]
    -> tier=TIER_5_TRUE_AMBIGUITY routing=HITL_REQUIRED reason=unresolved_acronym
  [92/173] 'cardiac enzymes' (Lab Test)  [elapsed 71.2m | done 655 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [93/173] 'coronary artery \ndisease' (Condition)  [elapsed 71.4m | done 656 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [94/173] 'troponin' (Lab Test)  [elapsed 71.5m | done 657 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4021291 (Troponin measurement)
  [95/173] 'Plavix' (Medication)  [elapsed 71.6m | done 658 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=1322184 (clopidogrel)
  [96/173] 'heparin' (Medication)  [elapsed 71.7m | done 659 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=1367571 (heparin)
  [97/173] 'aspirin' (Medication)  [elapsed 71.8m | done 660 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=1112807 (aspirin)
  [98/173] 'betablocker' (Medication)  [elapsed 71.9m | done 661 | skipped 0 | errors 0]
    -> tier=TIER_5_TRUE_AMBIGUITY routing=HITL_REQUIRED reason=no_candidates
  [99/173] 'ACEI' (Medication)  [elapsed 71.9m | done 662 | skipped 0 | errors 0]
    -> tier=TIER_2_AUTO_RESOLVED routing=HITL_REQUIRED reason=tier2_auto_resolved_pending_revalidation
  [100/173] 'statin' (Medication)  [elapsed 72.2m | done 663 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=42536020 (HMG-CoA reductase inhibitor)
  [101/173] 'MVP' (Condition)  [elapsed 72.3m | done 664 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=short_alphanumeric_code_trap
  [102/173] 'Rheumatic fever' (Symptom)  [elapsed 72.4m | done 665 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=442313 (Rheumatic fever)
  [103/173] 'MR' (Condition)  [elapsed 72.5m | done 666 | skipped 0 | errors 0]
    -> tier=TIER_5_TRUE_AMBIGUITY routing=HITL_REQUIRED reason=no_candidates
  [104/173] 'Echo' (Procedure)  [elapsed 72.5m | done 667 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4230911 (Echocardiography)
  [105/173] 'diastolic dysfuction' (Condition)  [elapsed 72.6m | done 668 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=141038 (Diastolic dysfunction)
  [106/173] 'pulmonary hypertension' (Condition)  [elapsed 72.7m | done 669 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4322024 (Pulmonary hypertension)
  [107/173] 'metoprolol tartrate' (Medication)  [elapsed 72.8m | done 670 | skipped 0 | errors 0]
    -> tier=TIER_1_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=1307046 (metoprolol)
  [108/173] 'sodium' (Lab Test)  [elapsed 72.9m | done 671 | skipped 0 | errors 0]
    -> tier=TIER_3_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=4097430 (Sodium measurement)
  [109/173] 'heart' (Lab Test)  [elapsed 72.9m | done 672 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [110/173] 'echocardiograms' (Procedure)  [elapsed 73.0m | done 673 | skipped 0 | errors 0]
    -> tier=TIER_4_ENSEMBLE_SPLIT routing=HITL_REQUIRED reason=ensemble_split
  [111/173] 'Diabetes' (Condition)  [elapsed 73.1m | done 674 | skipped 0 | errors 0]
    -> tier=TIER_1B_CALIBRATED_AUTO_VALIDATED routing=AUTO_VALIDATED reason=ok
    [dry-run KG3 write OK] would write concept_id=201820 (Diabetes mellitus)
